21196,-0.128,0,TRUE,79,TRUE,72
33317,-0.128,0.9,FALSE,,TRUE,
35650,-0.128,0.2,TRUE,,TRUE,
39115,-0.128,0.5,FALSE,,TRUE,
71008,-0.128,0,TRUE,,TRUE,
71564,-0.128,0.1,TRUE,,TRUE,
74303,-0.128,0.1,TRUE,,TRUE,
76110,-0.128,0.3,TRUE,,TRUE,
76655,-0.128,0,TRUE,,TRUE,
97767,-0.128,0.5,FALSE,,TRUE,
101750,-0.128,0.1,TRUE,,TRUE,
102723,-0.128,0,TRUE,,TRUE,
211651,-0.128,0,TRUE,,TRUE,
212102,-0.128,0.4,TRUE,,TRUE,
255155,-0.128,0.8,FALSE,,TRUE,
257906,-0.128,0.7,FALSE,,TRUE,
269178,0.127,0,TRUE,,FALSE,
280089,-0.128,0.9,FALSE,,TRUE,
314219,-0.128,0,TRUE,,TRUE,
319594,-0.128,0.1,TRUE,,TRUE,
320128,-0.128,0.3,TRUE,,TRUE,
367827,-0.128,0,TRUE,,TRUE,
399705,-0.128,0,TRUE,,TRUE,
532531,0.127,0.6,FALSE,,FALSE,
550504,0.127,0.1,TRUE,,FALSE,
550877,0.127,0,TRUE,,FALSE,
551234,0.127,1,FALSE,,FALSE,
576524,-0.128,0.5,FALSE,,TRUE,
643401,-0.128,0,TRUE,,TRUE,
666223,-0.128,0,TRUE,,TRUE,
666712,-0.128,0,TRUE,,TRUE,
677814,0.127,0,TRUE,,FALSE,
724980,-0.128,0.2,TRUE,,TRUE,
2433152,0.127,0,TRUE,,FALSE,
3013544,-0.128,0.7,FALSE,,TRUE,
3050369,-0.128,0,TRUE,,TRUE,
3115017,0.127,-1,FALSE,,FALSE,
3115969,-0.128,0.9,FALSE,,TRUE,
4849108,-0.128,0,TRUE,,TRUE,
4885658,-0.128,0,TRUE,,TRUE,
6002727,0.127,0,TRUE,,FALSE,
7050888,-0.128,0,TRUE,,TRUE,
7591888,-0.128,0.7,FALSE,,TRUE,
8062444,-0.128,0,TRUE,,TRUE,
8506131,-0.128,0.1,TRUE,,TRUE,
9169938,-0.128,0.1,TRUE,,TRUE,
9558318,0.127,0,TRUE,,FALSE,
9629097,-0.128,0,TRUE,,TRUE,
10221170,-0.128,0,TRUE,,TRUE,
12304780,-0.128,0,TRUE,,TRUE,
13249085,0.127,0,TRUE,,FALSE,
13291892,-0.128,0.9,FALSE,,TRUE,
13378496,-0.128,0,TRUE,,TRUE,
14088901,-0.128,0.1,TRUE,,TRUE,
14241766,-0.128,0,TRUE,,TRUE,
14276395,-0.128,0,TRUE,,TRUE,
15575405,-0.128,0.6,FALSE,,TRUE,
15916865,0.127,0,TRUE,,FALSE,
15923241,0.127,0,TRUE,,FALSE,
16049549,-0.128,0,TRUE,,TRUE,
16127205,-0.128,0,TRUE,,TRUE,
16654582,-0.128,0.7,FALSE,,TRUE,
16762868,0.127,0.1,TRUE,,FALSE,
16791313,-0.128,0,TRUE,,TRUE,
17195685,-0.128,0,TRUE,,TRUE,
17434111,-0.128,0,TRUE,,TRUE,
17838202,-0.128,0,TRUE,,TRUE,
18168852,0.127,0,TRUE,,FALSE,
18401818,0.127,0,TRUE,,FALSE,
18768548,0.127,0,TRUE,,FALSE,
20927978,0.127,0,TRUE,,FALSE,
22457408,-0.128,0,TRUE,,TRUE,
23746342,0.127,0.3,TRUE,,FALSE,
23908851,0.127,1,FALSE,,FALSE,
24080588,-0.128,0,TRUE,,TRUE,
24170982,-0.128,1,FALSE,,TRUE,
25217427,0.127,0.7,FALSE,,FALSE,
25320600,0.127,0.1,TRUE,,FALSE,
25667598,-0.128,0.3,TRUE,,TRUE,
26445325,-0.128,0,TRUE,,TRUE,
27088639,0.127,0.1,TRUE,,FALSE,
27707578,-0.128,0,TRUE,,TRUE,
28782462,0.127,0.5,FALSE,,FALSE,
28970463,0.127,0,TRUE,,FALSE,
29800599,0.127,0,TRUE,,FALSE,
29835645,-0.128,0,TRUE,,TRUE,
29854272,-0.128,0,TRUE,,TRUE,
30371050,-0.128,0,TRUE,,TRUE,
30731434,-0.128,0,TRUE,,TRUE,
31192651,-0.128,0,TRUE,,TRUE,
31285748,-0.128,0,TRUE,,TRUE,
31541484,-0.128,0.2,TRUE,,TRUE,
31974967,-0.128,0,TRUE,,TRUE,
33110883,-0.128,0.6,FALSE,,TRUE,
34792270,-0.128,0,TRUE,,TRUE,
35208826,-0.128,0,TRUE,,TRUE,
36449163,0.127,0,TRUE,,FALSE,
37249927,-0.128,0,TRUE,,TRUE,
37700388,0.127,0,TRUE,,FALSE,
38846040,-0.128,0,TRUE,,TRUE,
